name,artist,uri,url,genre,danceability,energy,valence,acousticness
Intocable,Barney Gombo,spotify:track:0umdWXAOoT12O8MvMbAtwQ,https://p.scdn.co/mp3-preview/785c128d869e3c21cd9e60b6d21b59df1d472a96?cid=044f973e13634ba3becdcb523d0f964f,latincore,0.541,0.631,0.507,0.618
Poetry Of Sound Part 3,Akio Suzuki,spotify:track:3Rhjl0GffNZ4ZWaEjVd1os,https://p.scdn.co/mp3-preview/6e609d0659cdc707b0bb5b198b7f2f8bdec48585?cid=044f973e13634ba3becdcb523d0f964f,experimental poetry,0.246,0.481,0.0366,0.996
The Gospel Train Is Leaving,Rev. J.C. Burnett,spotify:track:4slcCGkIlMSYQ1JnLba18h,https://p.scdn.co/mp3-preview/3a05d688ae95330b0611eb4e03f3af552d535ca0?cid=044f973e13634ba3becdcb523d0f964f,vintage gospel,0.65,0.27,0.507,0.988
"Medley ""Rescate Tipico"" No.1: Pajaro Perlu / Fiesta Y Serrucho / El Diente De Oro / Abusadora",Los Toros Band,spotify:track:4RBEqDINUYqZgJCPkhZccd,,merengue tipico,0.686,0.712,0.939,0.573
You Give Love A Bad Name,Bon Jovi,spotify:track:0rmGAIH9LNJewFw7nKzZnc,,metal,0.541,0.96,0.812,0.0663
The Mystery Of Cats,Touch Sensitive,spotify:track:7EraiFN19bxNBVCiNlXe6U,https://p.scdn.co/mp3-preview/1b59903675bd0af4383caa63ddafa9c12e08624e?cid=044f973e13634ba3becdcb523d0f964f,aussietronica,0.641,0.722,0.473,0.0385
1000 skäl att fira,Petrus,spotify:track:2FXyA5xt8wPz5OVvVtI1EL,,gothenburg hip hop,0.548,0.433,0.549,0.735
Las Urracas,Sergio Prado y Sus Federales,spotify:track:74lNw1EoExAVMkiEjYKcpT,https://p.scdn.co/mp3-preview/9a769260c0b7e88a4e714a072380768721a6a1d2?cid=044f973e13634ba3becdcb523d0f964f,huapango,0.663,0.471,0.967,0.614
AFRICAIN,YOUSSOUF DIABATE,spotify:track:0V1N05aAmUr5xa67XSv2Fa,https://p.scdn.co/mp3-preview/83e9faf7613a7e2a474c05e2c82477c414c2e05a?cid=044f973e13634ba3becdcb523d0f964f,musique mandingue,0.781,0.574,0.87,0.124
asphyxia,Cö Shu Nie,spotify:track:3f3FDZajRpcLQGln7OZqdi,https://p.scdn.co/mp3-preview/6f11c1b186e4742b4abb326689ed621e13aefbed?cid=044f973e13634ba3becdcb523d0f964f,otacore,0.181,0.913,0.392,0.0501
Variações em Ré Sobre o Fado Menor e o Fado Corrido,Paulo Parreira,spotify:track:1QvCDnI5jiQ80OQMi7a6qf,https://p.scdn.co/mp3-preview/687c4328537190d5e836597475a3c40bab70a5c8?cid=044f973e13634ba3becdcb523d0f964f,guitarra portuguesa,0.335,0.513,0.375,0.596
Eyes And Smiles,Bark Psychosis,spotify:track:4tEZKY84SPvnVXjPpzFEs7,,experimental psych,0.286,0.324,0.123,0.158
Who's in the Wiggle House?,The Wiggles,spotify:track:0v89QLBSiHBx71j9j5we40,https://p.scdn.co/mp3-preview/a5d3155f5c4a8d349b07e21d17584cbb9b2095b9?cid=044f973e13634ba3becdcb523d0f964f,australian house,0.687,0.923,0.81,0.254
Aas Paas Khuda (Unplugged),Rahat Fateh Ali Khan,spotify:track:0hVXFWS00liq3W2YAQUma4,https://p.scdn.co/mp3-preview/4ddc4366518ef05859c136a4590a5bbf14022f28?cid=044f973e13634ba3becdcb523d0f964f,sufi,0.453,0.305,0.543,0.881
Jovink Rot Op!,Jovink & the Voederbietels,spotify:track:6LkK6a0EGIrcQevda6VvoV,https://p.scdn.co/mp3-preview/3593437df1700251d88c2bdb9382a3fd95490570?cid=044f973e13634ba3becdcb523d0f964f,streektaal,0.499,0.939,0.406,0.00565
Ob Tabornem Ognju Mix - Slovenske Ponarodele,Rock Partyzani,spotify:track:3xpNiVL7QiTX29hXN02O3F,https://p.scdn.co/mp3-preview/fedd31aa2f9b7f19395ff2084fa70847af012f35?cid=044f973e13634ba3becdcb523d0f964f,slovenian rock,0.383,0.847,0.374,0.384
Una Banda Y Un Corrido,Los Rehenes,spotify:track:4V3BVJxfVsGTTMPvlqMVR2,https://p.scdn.co/mp3-preview/a9a0e29be8bb1b7815d882356eca78dace791d52?cid=044f973e13634ba3becdcb523d0f964f,grupera,0.734,0.522,0.91,0.698
Universo Interior,Reiki Armonía,spotify:track:3o6XpROCRTk0LLieyOTLrH,https://p.scdn.co/mp3-preview/ad833c9a9284c1402d1e07eb1a2f15b8cf21e08c?cid=044f973e13634ba3becdcb523d0f964f,musica de fondo,0.335,0.152,0.0928,0.708
The Unwinding,Parijat,spotify:track:4x9XvEJvpNxda43XZjlYXc,https://p.scdn.co/mp3-preview/95c40473be7dcc3e48003bccdeb058474c3bfa78?cid=044f973e13634ba3becdcb523d0f964f,kirtan,0.402,0.101,0.118,0.919
Underneath the Underground - Unreleased Demo,Steve Wynn,spotify:track:6BVgJOXu3r3xOqvFfsiNDK,https://p.scdn.co/mp3-preview/1ebcab479d535b7cc5471cf8cd82d7270f82a4e3?cid=044f973e13634ba3becdcb523d0f964f,paisley underground,0.503,0.778,0.853,0.786
Al Oído 2,Alejandro Luzardo,spotify:track:0ZJKUZds5VYaJLu9St5MRx,https://p.scdn.co/mp3-preview/680270d81dc879a753a7e1006d92cb3f9adf864d?cid=044f973e13634ba3becdcb523d0f964f,candombe,0.475,0.808,0.692,0.275
Slow and Soulful Blues,Jonny May,spotify:track:0djVD8XoZO3R8jngIUTXkt,https://p.scdn.co/mp3-preview/b6ca889a445b91c6811e4ed8bee540005533adee?cid=044f973e13634ba3becdcb523d0f964f,piano blues,0.326,0.146,0.233,0.982
Pull Me Under,Dream Theater,spotify:track:7a8vFgl9UJ0TpdxohgP6qc,https://p.scdn.co/mp3-preview/a654181ae644299aafbeaf9173f62dcb3524a6b2?cid=044f973e13634ba3becdcb523d0f964f,progressive metalcore,0.547,0.947,0.36,0.000313
Tengo Una Muñeca vestida De Azul,Cepillin,spotify:track:07ch4SwVMx0FGAwYgVxQeh,https://p.scdn.co/mp3-preview/10917254218c8418fb76ad614a9f7ccc428e631d?cid=044f973e13634ba3becdcb523d0f964f,musica infantil,0.645,0.288,0.901,0.291
"Piano Sonata No. 1, ""Classical"": II. Andantino a piacere",Avner Dorman,spotify:track:5zLFRUsK8fCNQ7p1XArjrG,https://p.scdn.co/mp3-preview/c8f80455dad899435e5b9cfabb7c29c8fa90823a?cid=044f973e13634ba3becdcb523d0f964f,israeli classical,0.225,0.0285,0.0331,0.99
Fest i Holma,Pipex,spotify:track:6xngCKQTKHOiSHLXuOcuOq,https://p.scdn.co/mp3-preview/b72d1cd01211c96c67f3479c0bb11b081d170511?cid=044f973e13634ba3becdcb523d0f964f,danspunk,0.85,0.614,0.98,0.644
"Christmas Oratorio, BWV 248 / Part Six - For The Feast Of Epiphany: No. 63 Rezitativ: ""Was will der Hölle Schrecken nun?""",Johann Sebastian Bach,spotify:track:34UTco6z8dzhRd8WsozPB4,,early music ensemble,0.321,0.155,0.0817,0.974
Off Of My Mind,Icona Pop,spotify:track:1HHnQYqcnlnE9q7LGFFGFj,https://p.scdn.co/mp3-preview/2d35d3abcfd10ec04110151c246832eacec9cb93?cid=044f973e13634ba3becdcb523d0f964f,candy pop,0.798,0.752,0.565,0.128
Oblivion,Mastodon,spotify:track:5sM6uFHzLtImlSZaa8uMWX,https://p.scdn.co/mp3-preview/c7ccc8a37c0f9004c2513eb00c320ff949353ef7?cid=044f973e13634ba3becdcb523d0f964f,sludge metal,0.266,0.938,0.254,9.9e-05
Una y Mil Maneras,Darell,spotify:track:36JXZbWuNJbYCkMb5cwwnY,https://p.scdn.co/mp3-preview/d73fe1379b6b74b3556ad6595988a8d25a4cfcfe?cid=044f973e13634ba3becdcb523d0f964f,reggaeton flow,0.699,0.531,0.352,0.394
Wake Up And Smell The Carcass / Caveat Emptor,Carcass,spotify:track:0f4ILNmNIPo0UHMjpaGRCf,https://p.scdn.co/mp3-preview/aa5cf3729895fd145a6160e8e520ca04caa45d73?cid=044f973e13634ba3becdcb523d0f964f,goregrind,0.335,0.918,0.457,8.79e-05
Immigrant Punk,Gogol Bordello,spotify:track:4XtGPGBx0U9f0HFybJJqTV,https://p.scdn.co/mp3-preview/5cb388888d1c001b604eea7e6ad09f736485e8cd?cid=044f973e13634ba3becdcb523d0f964f,gypsy punk,0.767,0.795,0.475,0.0751
"14 Romances, Op. 34: XIV. Vocalise (Arr. Rostropovich for Cello and Piano)",Sergei Rachmaninoff,spotify:track:3cSjEW73t9qwisxsPKy7Hv,https://p.scdn.co/mp3-preview/3b49e5cee933b666d3293d3af1d4a5b3210e4af0?cid=044f973e13634ba3becdcb523d0f964f,uk dub,0.144,0.0665,0.0483,0.991
Impact - Original Mix,DaGeneral,spotify:track:6IKuq6c6YR2ry1tfTa2yeC,https://p.scdn.co/mp3-preview/6d9173c34ecff4dcbc5eeecd8b11a1a885fd32f2?cid=044f973e13634ba3becdcb523d0f964f,scottish techno,0.758,0.895,0.115,0.00442
We Wave From Our Boats,Mary Lattimore,spotify:track:0udjSw7JY1kClm50cqndkN,https://p.scdn.co/mp3-preview/dddda8960f42ff4bc4b5e2a53eb8b2ee983ea9ce?cid=044f973e13634ba3becdcb523d0f964f,drone,0.637,0.168,0.591,0.986
God Gammal Rock And Roll,New Jordal Swingers,spotify:track:6VT1wL84fVMRKnLoEvJtYt,,norwegian rock,0.681,0.779,0.965,0.117
Black Horse And The Cherry Tree - Radio Version,KT Tunstall,spotify:track:7uQ33LFQJksWKCxTmecTjT,,scottish singer songwriter,0.748,0.786,0.917,0.328
My Faith Looks Up To Thee,Discovery Singers,spotify:track:3wpAlo2VWp7RpkHHNCDiKv,https://p.scdn.co/mp3-preview/334edcd03e68a6c784f2680505ccb3dcd3de38ef?cid=044f973e13634ba3becdcb523d0f964f,a cappella,0.206,0.295,0.0596,0.891
Inner City Blues (Make Me Wanna Holler),Brian Courtney Wilson,spotify:track:3jcWQUw03T4Fl790qe8MKs,,gospel blues,0.71,0.532,0.614,0.428
L'eau et le feu,Gnawa Diffusion,spotify:track:1YDVpxNtOtQCKks4FIKpXN,https://p.scdn.co/mp3-preview/d529d3be6fd9b3077805bd2d4a91b6c28a68bc1d?cid=044f973e13634ba3becdcb523d0f964f,gnawa,0.587,0.899,0.728,0.181
Emotional Symptoms - Original Mix,Enrico Sangiuliano,spotify:track:5DXvD6DEI1be3Kj1S6BJ3P,https://p.scdn.co/mp3-preview/ed809c16ba15a1105b57539ee5098795abab0268?cid=044f973e13634ba3becdcb523d0f964f,italian emo,0.847,0.639,0.322,0.00468
Out of Night,Soulstance,spotify:track:5cUPC3bfhp9LlhKLBccX7Y,https://p.scdn.co/mp3-preview/520b83a6662c030c3d316ed942d627b2a4fba358?cid=044f973e13634ba3becdcb523d0f964f,italian contemporary classical,0.582,0.48,0.305,0.392
Intro (Hall To The Gods Of Metal),Gigatrón,spotify:track:1cyoi3RbrXCfdenNBDivOg,https://p.scdn.co/mp3-preview/656e573cd22f866dd4f0c7dc8810d7126fbb93e2?cid=044f973e13634ba3becdcb523d0f964f,spanish metal,0.367,0.723,0.129,0.629
Coming up Through the Years,The Gospel Legends,spotify:track:4K7kJumXEkEr2DDHulyAsP,https://p.scdn.co/mp3-preview/f6fe4cd3196d4e00526c26b33ce5abb0027fcbe1?cid=044f973e13634ba3becdcb523d0f964f,contemporary gospel,0.498,0.58,0.678,0.2
On a les armes,Dub Inc,spotify:track:4fhmsQIYvbkodVwhTszVRz,https://p.scdn.co/mp3-preview/9a621579ccae73c400296406c999486dda938da3?cid=044f973e13634ba3becdcb523d0f964f,french dub,0.764,0.923,0.815,0.354
In the Halls of the Usurper - Just Shovels & Knights Version,Kubbi,spotify:track:6EFRphRXuGUkvFsnzEZsH3,https://p.scdn.co/mp3-preview/298a2ecd88245b02b09bb38814a4749bd9e5432c?cid=044f973e13634ba3becdcb523d0f964f,bitpop,0.545,0.905,0.356,0.00164
Ungabayeki,Reece Madlisa,spotify:track:1QBafEkeOO4Slhd0JwgMWZ,https://p.scdn.co/mp3-preview/cbf624758d17c26bf74283d3241c7c64be756594?cid=044f973e13634ba3becdcb523d0f964f,amapiano,0.86,0.542,0.545,0.00349
Looking-Up,Kora Jazz Band,spotify:track:2oCWGAADKMYBJSWv8R4kaJ,https://p.scdn.co/mp3-preview/25c71fdeb0ad27f477e680374ac4f74d5b0653d6?cid=044f973e13634ba3becdcb523d0f964f,kora,0.55,0.871,0.87,0.922
All My Friends,The Revivalists,spotify:track:2WgbFkQQswVVEWnyKnFo2q,,mod revival,0.602,0.837,0.357,0.111
Comment te dire adieu - Remasterisé en 2016,Françoise Hardy,spotify:track:6g5qyQrAcoBX4X7XjxBoTO,https://p.scdn.co/mp3-preview/33efdcaa1b859fa1c2c11dc92a37a91d047295a1?cid=044f973e13634ba3becdcb523d0f964f,chanson,0.711,0.586,0.931,0.435
Fame (Interlude),Darkim Be AllahChrist,spotify:track:3Rj8wrkpZflB9ii5cTU7LP,https://p.scdn.co/mp3-preview/17d78579f40fed558f6964e7049cb75d396c1ee2?cid=044f973e13634ba3becdcb523d0f964f,wu fam,0.669,0.654,0.881,0.0132
Caught In A Mosh,SVDDEN DEATH,spotify:track:28wC2DrVQkCyvZ1vJByO2t,https://p.scdn.co/mp3-preview/872cd701690c481503ce4115d5aab99dcce79c01?cid=044f973e13634ba3becdcb523d0f964f,deathstep,0.728,0.902,0.22,0.0151
Desde Andorra Con Amor,Pastor De Andorra,spotify:track:0bkZtEZPiXQqBFRr1nnZQ0,https://p.scdn.co/mp3-preview/33a4cf27ceef510ed5f7b43e2804a6551982eb26?cid=044f973e13634ba3becdcb523d0f964f,musica aragonesa,0.373,0.253,0.534,0.968
Lycklig igen,Lasse Stefanz,spotify:track:7eXyZV2o5fB7rpjXfjYvnm,https://p.scdn.co/mp3-preview/05022a72e939102b825481dc0f44f81e6f560bee?cid=044f973e13634ba3becdcb523d0f964f,swedish rock and roll,0.704,0.809,0.967,0.312
Mahamudra Lineage Prayer And Meditation,Sherab Ling Monastery Monks,spotify:track:0LSbPWl1ZQhtpv01xOe3q8,https://p.scdn.co/mp3-preview/1ebee5d01ef1bc54a0481ba606e00e3ed1bfcec7?cid=044f973e13634ba3becdcb523d0f964f,tibetan traditional,0.08,0.378,0.0869,0.967
El universo sobre mi,Amaral,spotify:track:1RMMEBtVw5ujcyKAp9wfJ5,https://p.scdn.co/mp3-preview/3d9f7242146571f3e9d50786c3ff6efc3668fa71?cid=044f973e13634ba3becdcb523d0f964f,spanish pop rock,0.551,0.841,0.399,0.0139
Not 4 U,Hey Cowboy!,spotify:track:0lujrontjf1G2dzPRKqPeZ,https://p.scdn.co/mp3-preview/85c9df4d66bb0fe89066bf70475b7839e5357b81?cid=044f973e13634ba3becdcb523d0f964f,austindie,0.641,0.625,0.495,0.395
No Me Pidas Que No Sea Un Inconsciente - Remastered 2017,Andrés Calamaro,spotify:track:78Rx7uNxcXP1FIVMiKn37y,,r and b argentino,0.445,0.469,0.35,0.473
"Nocturne No. 2 in E-Flat Major, Op. 9 No. 2",Frédéric Chopin,spotify:track:10XN9OxHkqbbEiwGakdk3C,,polish choir,0.44,0.00925,0.0908,0.984
Alt wie ein Baum - Radio-Mix,Puhdys,spotify:track:1pVMzIVOSfRlykrqx3nDM5,https://p.scdn.co/mp3-preview/5b8f70dca274fe45ee970d1c8268e5c3ef8f3df2?cid=044f973e13634ba3becdcb523d0f964f,ostrock,0.622,0.773,0.665,0.0312
Concertare 1 For Brass Quintet And Percussion,Eastman Brass Quintet,spotify:track:4aNAK0hO6WT93KgWtuPDCk,https://p.scdn.co/mp3-preview/e8dd85331ab40ff18218aeb97b172bf0e9dfc745?cid=044f973e13634ba3becdcb523d0f964f,brass quintet,0.301,0.119,0.0363,0.962
It's Just (House of Dupree),Leon Vynehall,spotify:track:43UThb21fRj3kDqbcD7Tyh,https://p.scdn.co/mp3-preview/a28efd87d019812040aa95b29ec0b6adf204c1b4?cid=044f973e13634ba3becdcb523d0f964f,float house,0.771,0.71,0.385,0.0213
On Account of an Absence,Misery Signals,spotify:track:1ILi7AX9dC9BVYkSFuYj3e,https://p.scdn.co/mp3-preview/35badca25c69807ae8ce4ad5fdbfa3ea8517b7fb?cid=044f973e13634ba3becdcb523d0f964f,melodic metalcore,0.579,0.973,0.243,0.000205
Berricades of Internal Mysticism,Eternal Decay,spotify:track:62aKyxIOTLLxFs1smNYlV4,https://p.scdn.co/mp3-preview/6fec394095e1c0748128794c32565a817d2a93b0?cid=044f973e13634ba3becdcb523d0f964f,israeli metal,0.303,0.976,0.0984,8.48e-06
A Case of You,Prince,spotify:track:7bBk7t8uxtYm6UXjlUm2zN,https://p.scdn.co/mp3-preview/01c63ed896acc1ec04b964a3c92a727c78271d57?cid=044f973e13634ba3becdcb523d0f964f,min yo,0.693,0.302,0.313,0.822
Thrash Metal Attack,Witchtrap,spotify:track:7iZjjC4AfEUF0HI2ghLUvy,https://p.scdn.co/mp3-preview/0897b955cf7e47fde0a79ecf63955f326458dc0b?cid=044f973e13634ba3becdcb523d0f964f,black thrash,0.539,0.897,0.697,2.56e-05
"Hippolyte et aricie, acte i scène 3 : hymne à la nuit",Les Petits Chanteurs à la Croix de Bois,spotify:track:1UJp5ll6cu0ciBVVPfD7Vq,https://p.scdn.co/mp3-preview/99784939b4ce2b3a25e7faeb51c669dfe02f2e8f?cid=044f973e13634ba3becdcb523d0f964f,chant religieux,0.209,0.154,0.115,0.987
"Christmas Oratorio, BWV 248, Pt. 2: No. 12, Chorale: Brich an, o schönes Morgenlicht",Johann Sebastian Bach,spotify:track:6GsmglkjbUjWfaUgLAQiZ2,https://p.scdn.co/mp3-preview/0dd2c6d26690056c3572c727f95e5b2e7cc0605b?cid=044f973e13634ba3becdcb523d0f964f,baroque,0.161,0.128,0.253,0.986
Una Traicion,Norteños de Ojinaga,spotify:track:0bZvy9T1zUtwzdvU4FmAus,https://p.scdn.co/mp3-preview/e5ba5eb84d43711ec088f1a0cf70757a131ac151?cid=044f973e13634ba3becdcb523d0f964f,norteno sax,0.487,0.639,0.549,0.0532
Um Senhor,Toumani Diabaté,spotify:track:6d9k9NyMoBYP10zv2plB6w,https://p.scdn.co/mp3-preview/617386544b53b6ac5a1eeb27053e98295d45264b?cid=044f973e13634ba3becdcb523d0f964f,griot,0.551,0.934,0.802,0.649
Surfin' USA,Rämouns,spotify:track:3Q8wadALCTKNOKjGU4RdAk,https://p.scdn.co/mp3-preview/2e19cf3ee29bc84be1b2af22208f0792e446bd47?cid=044f973e13634ba3becdcb523d0f964f,surf punk,0.256,0.689,0.75,0.0724
Marche et wimeh,Natoxie,spotify:track:4U6v6R30wBedRmLtVwVycV,https://p.scdn.co/mp3-preview/7c5a72a04c2755f836b97a3ba674e306fc1506b2?cid=044f973e13634ba3becdcb523d0f964f,zouk riddim,0.963,0.783,0.634,0.0505
"Christmas Oratorio, BWV 248 / Part Six - For The Feast Of Epiphany: No. 64 Choral: ""Nun seid ihr wohl gerochen""",Johann Sebastian Bach,spotify:track:3NVDEfBKAw3irDnE3GMsTt,,german choir,0.604,0.3,0.689,0.957
Forest of Calamity,FX Makers,spotify:track:1ZOWaxy3FBZd10a2YTqIYD,https://p.scdn.co/mp3-preview/b35378c4c467142d4227a5b79e97dcf3117db2bf?cid=044f973e13634ba3becdcb523d0f964f,environmental,0.393,0.595,0.0789,0.0694
Latin on the Streets of Paris,Marga Sol,spotify:track:6jW9hBuV440rQST15UkLsd,https://p.scdn.co/mp3-preview/0a421307533e514010295fb964b6fa775282a0bc?cid=044f973e13634ba3becdcb523d0f964f,deep latin jazz,0.761,0.737,0.794,0.36
Watch and Learn,J Boog,spotify:track:2VlRmTCkpuvH59doDrC5Vd,https://p.scdn.co/mp3-preview/761432359130626db0d6c9db52e7706dbc7bb4ea?cid=044f973e13634ba3becdcb523d0f964f,kaneka,0.827,0.638,0.783,0.19
Sweet Dreams (Of You),Patsy Cline,spotify:track:5R6519S0QFYgKoSqN7mhmH,,nashville sound,0.424,0.0324,0.291,0.957
I Am Infatuated With Love,Ying Yin Wu,spotify:track:3XbZVhRSlm9gd5DJBfRRSH,https://p.scdn.co/mp3-preview/fdf2eaf5c7f4c30e8da0a6329c767047bc089514?cid=044f973e13634ba3becdcb523d0f964f,vintage jazz,0.548,0.0189,0.678,0.982
Não Sei Porque Você Se Foi (feat. Mc Kaio & MC L da Vinte) - Brega Funk,Mc Princy,spotify:track:0HuYbTmLzVOMtFTcglPLjF,https://p.scdn.co/mp3-preview/5aba4463765cc5e2914e3bfb8c50f25f99967d17?cid=044f973e13634ba3becdcb523d0f964f,brega funk,0.757,0.609,0.568,0.0243
Dat kann uns keiner nemme,Bläck Fööss,spotify:track:4LJn9Ef0lYLRwOsWUMsb4x,https://p.scdn.co/mp3-preview/e55d9372c90f83d4d6e0b8b35e609cd8b7b8f182?cid=044f973e13634ba3becdcb523d0f964f,kolsche karneval,0.667,0.856,0.891,0.638
Heart And Soul - Remastered,Mark Murphy,spotify:track:7yJ2AqLP1j1iYzYkcDn783,,contemporary vocal jazz,0.602,0.286,0.57,0.767
Play Again - Original Mix,Matt Minimal,spotify:track:6ynD6YPSxyjCCVoyOp5NQY,https://p.scdn.co/mp3-preview/bb5ebe5c10320cd438ec44206a1b0b09c03e9eb8?cid=044f973e13634ba3becdcb523d0f964f,dark minimal techno,0.788,0.759,0.195,0.000124
"The Eagle And The Hawk - Live at Five Seasons Center, Cedar Rapids, IA - December 1987",John Denver,spotify:track:7KhwQsmUhQcNsQNRSUrBWK,https://p.scdn.co/mp3-preview/ce9aae1d1122a3f3f9eaa80a82d3cd3954bbbf45?cid=044f973e13634ba3becdcb523d0f964f,country rap,0.307,0.823,0.384,0.68
Pop Out on Tuesday,Netherfriends,spotify:track:22owwFSuLkrDvmibg3A6iB,https://p.scdn.co/mp3-preview/3a36ef2a840b36b08d4074dfc1cb6878d9c224a3?cid=044f973e13634ba3becdcb523d0f964f,shimmer pop,0.755,0.466,0.212,0.423
Get It Up,Sensity World,spotify:track:2R75SzPNfImEztrkEH2EuB,https://p.scdn.co/mp3-preview/8e297176420ab1b7af5613e241da822d5b674704?cid=044f973e13634ba3becdcb523d0f964f,destroy techno,0.499,0.786,0.544,0.0139
Pot-Pourri: É de Amargar / Tenho uma Coisa para Lhe Dizer / Manda Embora Essa Tristeza / Quem Vai pro Farol É o Bonde de Olinda,Claudionor Germano,spotify:track:13e6OQBmSy8Pdt2p7OETkD,https://p.scdn.co/mp3-preview/154288e7253ef79926f59bd8811d232fe140fe20?cid=044f973e13634ba3becdcb523d0f964f,frevo,0.595,0.559,0.834,0.629
Könnt ihrs ticken hörn,Rockabilly Mafia,spotify:track:1flcSfHwxKPAWxT6PcsFX8,https://p.scdn.co/mp3-preview/9b0bb60bafc5008ea98f0b041100c4a429e206d1?cid=044f973e13634ba3becdcb523d0f964f,german rockabilly,0.608,0.733,0.593,0.119
"Land Of My Fathers ""The Welsh National Anthem"": Hen Wlad Fy Nhadau",Rhos Male Voice Choir,spotify:track:152Cb91DZ8Lr1jZtCn5jAf,https://p.scdn.co/mp3-preview/782af54bb53ce064766b388464e0202dd8d3b9d8?cid=044f973e13634ba3becdcb523d0f964f,welsh choir,0.179,0.237,0.301,0.992
Rock Me Amadeus,Megaherz,spotify:track:11nkzVi43mfSC2PXv6sF2S,https://p.scdn.co/mp3-preview/c14837785f732283780c194b94f8cfc761589102?cid=044f973e13634ba3becdcb523d0f964f,medieval rock,0.486,0.899,0.64,0.00152
Using What You Got,Flying Lotus,spotify:track:6HOTOZfCzhjUnrEetcsLAN,https://p.scdn.co/mp3-preview/cb2150be7215b560a41bb7a4787a0478136f9335?cid=044f973e13634ba3becdcb523d0f964f,jazztronica,0.661,0.625,0.736,0.0314
En Elefant Kom Marcherende,Børnemusik Dyrene,spotify:track:6mqeinDAhUVF8UvBC3kvCk,,bornesange,0.809,0.614,0.792,0.0357
Until Next Time,Toby Fox,spotify:track:4O0JVgOSsdJrj6Tao1ViEY,https://p.scdn.co/mp3-preview/98d57f335e3e698375389aac872a4a5badc3d340?cid=044f973e13634ba3becdcb523d0f964f,indie game soundtrack,0.774,0.382,0.986,0.729
Alternative - Re-mix,The Exploited,spotify:track:6Ty8eTTZK0VlMhMAy93ezH,https://p.scdn.co/mp3-preview/f9e9f9a908c41b25dad70f2453c47f513ddf676f?cid=044f973e13634ba3becdcb523d0f964f,hard alternative,0.32,0.962,0.447,3.06e-05
Piano Funk - Original Mix,Total Science,spotify:track:3bClqpozsbYUROS4qYQJNd,https://p.scdn.co/mp3-preview/ce8f4e9082bac3247a1db7d2fbd23e24fe97d2b3?cid=044f973e13634ba3becdcb523d0f964f,liquid funk,0.518,0.951,0.375,0.0133
Moon on the Water,Jia Peng Fang,spotify:track:7myCiK0Tq2TrcN23Iekfwe,https://p.scdn.co/mp3-preview/b4ce647d004631515f2a7c018eb586cb1891b49b?cid=044f973e13634ba3becdcb523d0f964f,erhu,0.249,0.167,0.159,0.93
"Blood, Dope and Black n Roll",The 3rd Attempt,spotify:track:21wzknxrY7rnAmJWNxr8ej,https://p.scdn.co/mp3-preview/93a55b41b90ca6ed1628b73926ab692379162c32?cid=044f973e13634ba3becdcb523d0f964f,black  n  roll,0.235,0.991,0.0385,1.31e-05
Deep Inside 2020,Matroda,spotify:track:5kHrTMIFqmZkuCkovsxRUs,https://p.scdn.co/mp3-preview/64d073609f96cf9f7dba3183c9af2d482a4b68ec?cid=044f973e13634ba3becdcb523d0f964f,deep deep house,0.8,0.902,0.23,0.00377
"Violin Concerto in D Minor, Op.47 (1985 - Remaster): I. Allegro moderato",Jean Sibelius,spotify:track:0UcJBP9pHDrearhGphbh8V,https://p.scdn.co/mp3-preview/f651ed6a3c123ccb50f68d806ad8fa9b0bdabc64?cid=044f973e13634ba3becdcb523d0f964f,finnish jazz,0.221,0.194,0.0949,0.868
Light up the Night,Flex,spotify:track:2TKP50CWJ7HjsXoodOEP10,https://p.scdn.co/mp3-preview/d74177458bef3c102875214fc27648e431d276b0?cid=044f973e13634ba3becdcb523d0f964f,liberian pop,0.64,0.822,0.658,0.028
"3 Folk-Tale Pictures, Op. 19: No. 1, Andante semplice",Toivo Kuula,spotify:track:48turdgPFkDT3ApiAQ4fBp,https://p.scdn.co/mp3-preview/9fb27d388a0a8b07e8f1e35a327961bf2a33e107?cid=044f973e13634ba3becdcb523d0f964f,finnish folk,0.5,0.00428,0.0777,0.994
"Get Up Jack, John, Sit Down / Miss Thornton’s",Joanie Madden,spotify:track:6mPg2sKClez6Y0v8zdEkz8,https://p.scdn.co/mp3-preview/a32deea0f425000a61305524f8a15941ed58d869?cid=044f973e13634ba3becdcb523d0f964f,irish ballad,0.625,0.258,0.559,0.896
"Lasse i Lyby / Polska fran Delsbo (Uilleann Pipes, Guitar) [feat. Chris Gray & Owen Marshall]",Pipers Gathering,spotify:track:7il3jPBDDI10a0BfMv666H,https://p.scdn.co/mp3-preview/78e97ecd5edca5e3649e4ca61669448f3978a013?cid=044f973e13634ba3becdcb523d0f964f,uilleann pipes,0.33,0.404,0.444,0.538
You Could Have Been a Revolution,Canine,spotify:track:3sRFIkuRImgWd1BWKjuaqS,https://p.scdn.co/mp3-preview/3c1f0bd06a1cb1b100c0f8fc80e2c2fd70951f5d?cid=044f973e13634ba3becdcb523d0f964f,israeli metal,0.473,0.868,0.421,0.000214
An Thimithis T' Oniro Mou - Live,Giannis Parios,spotify:track:56s8fywK937SFsxOqxK7Yf,,greek pop,0.353,0.549,0.236,0.629
